,user,Point
140,47,ad69ba0ef87c79dc541e8ff4f4036f3a73f7b4ec
141,66,be96024c4d22708c5d9a6f54f4d75174
142,69,24104d6205fadd601155bde3140f9d5863bbce69
143,84,ee903e42a22411dda467ff8194c6b95d
144,17,dd93de92e30d287f4f45f3221fdf808b
145,47,f6797f3138f9ec3f23c0e19e2a53dac9eb529070
146,143,ec5bb3a76b28117878fb8a57d0cd375f
147,102,ffd4d57ade0911dd8c03003048c10834
148,144,eb9e27daa22411dda618a7f218953672
149,153,a4f78d2e4a64f162fdc3ff9956978008
150,143,c60cb2886e4411dea356003048c10834
151,36,55dc1cba085ad1a5f0721b6aa66caaad7de97150
152,17,31e85c789e5711ddba3c003048c10834
153,8,955176829b24e6186e363a246995f651
154,0,f164a29bf8c3854f0656c318308ee3a2
155,69,8c4e53f6958411dda313003048c0801e
156,16,06a5e42a4a0d2653d657bc3a770d4e6f
157,13,8fcfcf4ad9f011ddafe6003048c10834
158,30,30ce5929b8863081d928920f33430e06
159,34,41b2f08abb3c11ddbbcf003048c10834
160,49,5ad45f788a4411dda78f003048c0801e
161,4,4034c588392e11debdf1003048c10834
162,88,679e886ff289248d70e5e9147bebb9a34ac9b258
163,66,d4289f18877b11dd9f570030487eb504
164,69,ee35b464ea8a11dda73f003048c0801e
165,97,577e39bc259311de9226003048c0801e
166,23,27e98fa8dc6411dd9730003048c10834
167,102,d7fe47a8432511debd33003048c10834
168,20,5045ff68838511debe06003048c10834
169,65,68b7933743e4841afc42c7b7eb5b4974a1070228
170,3,3c537e6f52446ceb222c2410886f244f
171,92,89488fdf0aa151d3e3d1e5381d64a310d12a27fa
172,37,311be342084b11de89e6003048c10834
173,24,ae46327e51b0275c9779cabf4206c866bf574d1f
174,37,28ef7fe949b11dd8236003048c10834
175,12,ee78a232a22411dda80f4b5219a58279
176,7,084bfad4fbb03b89615cc4c4fb117e09
177,16,5d9381f0fc7011dd814b003048c10834
178,18,5b362b2c9eee11dda164003048c10834
179,45,ee78cc1ca22411dd9b3d576115a846a7
180,62,5602e65ac53f11ddaf4e003048c10834
181,92,83572c667e2f11de98e2003048c10834
182,45,2368e3eee76d05da344b8369768b3565b431e436
183,116,ee24f45ca22411dd93d66fafb9e6ea64
184,47,ef3d0df4ef4d11ddb292003048c0801e
185,74,825436529c6611dd9c2f003048c10834
186,23,ee81ef22a22411ddb5e97f082c799f59
187,23,67a0620b96ed988a3340367fe7d4c15f
188,62,deef83e988211ddb487003048c0801e
189,88,ad037827a91a390547c0e949a4ebd5d130335f15
190,36,5f01fbe764e11deaaae003048c0801e
191,24,d7bbce78bc2011ddbb9a003048c10834
192,37,fd9f74a89d11dda195003048c10834
193,49,367df9e27f9211dea4db003048c10834
194,132,ad133878258c3b5f9ddf4c02ce2f7a60
195,48,d84259eaa22411dd917ab74c34c92d98
196,30,eb965bcc370ddb61864627d938e08d8576b84a5d
197,45,d7685934aae911ddacc1003048c10834
198,3,b15da9de5940b077670eec7ab6dc506d
199,13,3bdfb61c7ed211dd84ca0030487eb504
200,22,d00b4ca0a22411dd9f9957b8e9889b26
201,15,356a192b7913b04c54574d18c28d46e6395428ab
202,21,ecbfba0ca22411ddb71dfb65ad521832
203,18,ba31ff08c96811ddb00a003048c10834
204,13,9f98fb7b4b78d9a929b6276c15335154
205,1,cf6cca5706fe56af3f4f9efcf8c608d0
206,7,8b931c15dc53443980f228f91607375f
207,4,c4319d26e0c62e15d718ee8aafad3edb
208,101,ee8b1d0ea22411ddb074dbd65f1665cf
209,49,1a4d627ea88f11dda073003048c10834
210,57,a113aa5ae0831693e4e5b0f7bb294559
211,146,bd7069118c5247f80514d5d591a407eb
212,3,6344f3cbab3969814e3292be8d7cede8
213,16,26fcf96d5b89f1dee6d20487226c9fc9
214,124,ba1056d369f8dd4177244d815a5fff41
215,19,e6be36b486aa11ddaaa0003048c0801e
216,29,d817a86abbc3544a7e7de14d579bd6ef
217,0,974414129be711dd8794003048c0801e
218,7,d09efe1f384e0ea247f674004a409cb5
219,123,cf55b4ed000418fc932ff15d57446215ad0a4673
220,56,d2aed2d57e89d382a5916dab7fd62fd2
221,30,723ea698e5a511ddbff3003048c10834
222,102,2c48fc9ea7be11dd9523003048c10834
223,3,4a1c37520454eb87a90f44cb030e3a1a
224,35,a0c62218807211ddbe7d0030487eb504
225,62,1c6e17aae8d711dd9d75003048c10834
226,153,6cf5d08cbefe8a0c83fa8084800acac680e9504d
227,62,eeb1943ea22411dd8482fba3141f3ee0
228,4,9325dd207bed11deaa3d003048c10834
229,152,351279e0a58d11de89ee003048c0801e
230,49,8d3f6d92100711de9a0f003048c0801e
231,3,ea337ecf0492bcf3e025f78e827953d0
232,36,7b09286e0ad211de92ff003048c0801e
233,62,186865678105053f21e3c8600a450a1b5f7c1ee9
234,56,ee6c694aa22411dd8b18234fc3890546
235,34,2443b8d1ee3c25ca9e8ec171ad3e777c
236,21,c581a488f6c1f6d867de8723682eb4a6
237,32,593a9e5dc9d3b157f9b9719163350fc8
238,42,d687635161108cbbfb9d6ac9b454f0bc
239,112,ab1895524bc9b4a23d42b91bc313b6718230e851
240,42,dbed9b225c308ebb27593cae9e3ba96e
241,1,5c330e110e52245cafac57255f8c0ca2
242,10,52e036b89fd611de8619003048c0801e
243,105,85cd3b30938d11dd9bf0003048c10834
244,15,2838c78bf14b6292354a09821cd62892
245,44,d5350980c80011dda4ef003048c0801e
246,15,4131f2b2965811deb7e5003048c0801e
247,32,1704ea5eaf353cf95643706ba1ac873eda07f6fd
248,102,c9a9c236254311de9361003048c0801e
249,21,feb5924e05fd11de8abb003048c0801e
250,149,b12f8d0357cf70cfc03c893e3f073b53
251,69,bb517fe976932d3b46cb81623fa6669454d3c57a
252,29,fc02eb03e1f3ee68fa300107902e70d4
253,149,9da139933d99928a3cee65d9aa5a80b35781099e
254,143,22a3da0e9be911de86fb003048c0801e
255,3,240e34300e98f7f3cf28501efe064e01
256,16,f80ccdfce12911dd9012003048c10834
257,16,81605f255368462bf1466909371f0d9b
258,31,2af1b4b4ec7c11dda8e5003048c0801e
259,101,c9a8c41d8d0e19e3ac491d08c00eb6685eecb3b4
260,75,f8d9a6d168da4c325439f8caa1f2dd26
261,4,a8f53fc1ccafe5f2aa4980693083a365
262,0,502c6efafdf26aab2f50931f1b826abb3d71821e
263,149,2f94ff0bcde7eca9f2675d87ce592c74
264,55,808b12468c0811dd9cf1003048c0801e
265,86,39e30e200881451ac6ae68496f8c3196
266,35,1c34078d1dbcaa75ded1f981ffea329d06669ef2
267,37,717220f4360011de91e6003048c10834
268,146,fd562de13d70cf2122ab69edc35192a3
269,37,2b5b0303f5a7aa69392a90c66747d2483fec6e03
270,102,2aecb4bc6b2403c7612cfadaac2255a1de818af8
271,76,55a2deaae6816b16af8138bb20997347c542dbb6
272,36,968ba8f8c94811dda775003048c0801e
273,7,0762d93b1c1aae09173d7726ccbcf657
274,18,df3adf3a020811de846e003048c0801e
275,23,7ca60134053a017f589c3b903e06b75f
276,143,f9ccaee01d79817aaf4d703d5f49f81e
277,47,0b2c1b3eb4c73b5912657201165136c4bfdafbb7
278,17,a7c49af0890e11ddb80b003048c0801e
279,102,c912791cd3555910eafacb895423c27f7a011991
280,10,d8fe9ccca22411dda276cf913f704416
281,146,1ef5583056f3928a1cefce8916932c87
282,102,a227e294f5a811dda2a1003048c0801e
283,101,b9fc3ac7e7d11dd99560030487eb504
284,115,35483d3adf4211ddae46003048c0801e
285,6,fb6adfc0a7a85588fe18c96e2a10c088ee459f69
286,18,32c492fac93211ddb8f0003048c10834
287,23,b4a7db41661a86ab8de1204b9b04e2b207737486
288,62,3ed5faf2a60a11dd80aa003048c10834
289,45,b79e4624959811ddb54a003048c10834
290,61,8ff392a6a16311dda2ab003048c0801e
291,20,7724be7a80ed11deb968003048c0801e
292,11,d4adb5a5c299b7d8eeaf62a1f7635132
293,123,3584ce0fe2e6205e9e8cc3797e2dc9c8
294,66,19a6e653defa1d416e8503c090c0ba3b94481621
295,123,cfb4ed68d0c52164c715711ad3f03012
296,0,897351e744768373429b9df673db690f
297,21,ba38253fc45b63541138937fff761045
298,49,17598ca2dddf11dd9277003048c0801e
299,149,78f6b8dcd1db11dd92b2003048c0801e
300,27,bb743f90c7b811dda5e0003048c0801e
301,23,33f26bdc50dbf125a9d355767b166b90
302,49,5f4cec1857e7bc6a123fe703d77b102a4106ee4a
303,143,ed5908a4fb4957810bd1fed8146b8048
304,0,4ed58151bcea043a0757e77acb834927
305,55,651a7cd8050f11de904d003048c0801e
306,62,9d40b456e75bb26362fce086240a919a
307,11,19cad84e4d8b11de96e3003048c10834
308,21,d12e8e8aa22411dd90196fa5c210e3cc
309,31,491521ceb11711ddb34a003048c10834
310,143,b73bf0fda47184eefc924aec47e70c68
311,45,2b773cec971311dda542003048c10834
312,74,dec317d23eb911deacf5003048c10834
313,45,2beea9f9c85c8256aa269cb4d012eb66df8471ee
314,16,bc63699cbb3af98a369d5157a1ae6045
315,105,1a46e862765411ddb8e90030487eb504
316,72,515c148e504311deaf89003048c10834
317,12,9ab31037bc2f2edccc8bfc722f782ae1
318,54,4207fc66a63111de8b92003048c0801e
319,11,9a7bea7c14bb11dea523003048c10834
320,108,3ee1f3ab2c311ddb80e003048c0801e
321,2,4b95a0aeb5346ef602423a338b75aedcfb4fe2ca
322,46,808d31eca09f11dd8afa003048c0801e
323,13,50ef130d6617e592fcaf8b52309b09fa
324,102,b6a33301b63dd91b07b4ce720ab658c2111da484
325,57,30b7fe6addf11deaea0003048c0801e
326,152,01451306d4b709091d9a6baf9fcd769b
327,143,eed98ca0a22411ddb32533b018c58689
328,49,f33ff8a4f4ce11dd85e3003048c0801e
329,25,33226690425511dea6f6003048c10834
330,102,1d5deb3fc803a40ea1fb8d073ed182892fd2d054
331,145,ae430db2bb02440035b1dd946d412fdc
332,103,c07a9f6ae03711dd9f89003048c10834
333,137,a0b598ac2aaa11dea213003048c0801e
334,2,db007f5eecad6e0cf0922057e3a2a29e
335,51,42f29dcb4534e91bdc50d35a1c0f1abd5ff581a0
336,60,c70de746b2111deb3df003048c10834
337,26,357d0c82410d6982b485ff888ca99652
338,92,749600d0027911de9646003048c0801e
339,124,f655740400b252652ed09ad9bb98b9b6
340,67,52be3588c3b611ddbb46003048c10834
341,12,72acf0d0d8426b5aeff236bf4fd427f9
342,7,51e17fb00d2d11de8df0003048c10834
343,16,2ce3bb90bc94bed61b0405614133501453b7fd61
344,123,7604806c0c7598648ec6ecd5f606385c
345,3,09eca64d8f80f647a7cc29d8c85c771ccbcaafbd
346,88,a8295ea0e1af11dd91bd003048c10834
347,19,4349847eb7cf11ddb194003048c0801e
348,76,8cdbe8d1264057d9c1c21afb6a837ff5dd81b282
349,69,ab33915e220c11deb7f6003048c0801e
350,6,bff768c7aea91be241e873f1e10704cf27740f19
351,36,b642b910be5e11dd9ac2003048c0801e
352,28,cfc9bcf4a22411dd9b4b7bda094b17a3
353,77,c1dbc96251af11de9824003048c10834
354,35,d80a253821e3425bb620f722cce49802
355,23,28ecf3569a5d11debad7003048c0801e
356,134,a3f3b5343a3211de892d003048c0801e
357,57,1613072a9e0411de91f2003048c0801e
358,19,f8291ca2ce0311dda46d003048c10834
359,35,d981191c7dd111ddaaee0030487eb504
360,7,b9eeb1cc18bbab30f85693b08ffe9f26
361,153,0f0b2691f7915c00c781db558d30ad35
362,25,f44f777208d011de99df003048c0801e
363,92,c2d3c2baa4a911dd86af003048c0801e
364,37,ce59cc8aef2f11ddad5b003048c10834
365,72,e952faec31bb11de82a1003048c0801e
366,79,d840e5f6a22411ddbaced34543b94767
367,62,33a1aa652a018678c431c5c5fd566541
368,17,cb8cd444e068fec4ad76145dc0817b6c21857178
369,34,d155e850303a11dea418003048c10834
370,101,cd91bea9cf27a4e056ca4dd28ca1ef8162147dd2
371,36,a84af4c4f51a11dd85e3003048c0801e
372,35,f3871c6e715924e5c752ab9da58cf2ed
373,13,b3fedad0aafe11dd886d003048c10834
374,16,cbbf30e8a9e111dd89bb003048c0801e
375,43,45a01a2904c944777766a2bf76f5948e
376,143,ee8ad6a0a22411ddae079f989f624c64
377,4,960d0d9295e644c54d5e6de51d501650
378,124,4172ffc8c58f0f4221a1d51b580a60fc
379,66,842c495db8ad090f93ffaaf464d82458
380,46,edbf4dfde8da98ec0dca50c5b7d9150c
381,36,8a6dcff30c4e6e9e2c2953a828f3dfeb
382,11,f5dec2afdf6df93a5a6b1d728917a35e
383,58,eefa802ca22411dd94773f0ff46f53c5
384,36,a5f2aa63c0fe67d9eecbb6933bccd7bb78ade979
385,61,29bcdd36e19bbcb224cafffaf4db12bfab78e191
386,67,aa32e2536c29b83fd045f5256b07fd8357f187e3
387,47,d512843fb62a738fdf5ea90e422cdbcb67d77af7
388,3,a12d0fb75803f4a891600bb59212ce0e
389,16,2d87b75f8d574256ecbcdd2d4de361eb
390,11,cccc743ba5ec51a56316338114f995f6
391,16,7a322a0df9549d33c414fea9fb68b855a0f08f8f
392,26,86680f93abb39188bdaa5586ba6b11a7
393,9,156d8546a8eac51afa5e85ac666bb9d219485fa6
394,36,a0069be0f89111ddb87a003048c0801e
395,25,437a8800f55311dd86a8003048c0801e
396,37,1bbcc652c8ec034a42aa09f580e34dd80402e8aa
397,153,5747ba288f6411deab23003048c10834
398,49,b84e5a20050d11deb96b003048c10834
399,102,dc720d6abb1211ddb455003048c10834
400,146,d1fddeb48eb011deb1af003048c10834
401,22,a0959e8aa22411dd9c6943a898fe738a
402,29,5c4d8cc46b2d11de911d003048c0801e
403,37,5fc23a8e90b311debbeb003048c0801e
404,90,43da2b12b03811ddab3f003048c0801e
405,146,dd3faee2c9f23bdce2158a93bea209cd
406,65,6ef4dff2af6811dda465003048c10834
407,74,37e86c2e94f811dea4c7003048c10834
408,144,f898f6b9e799da717d5f79afa1f75ebd
409,67,c66f2d74989c11dd821d003048c0801e
410,134,80b3c010371b11dea7a0003048c0801e
411,66,ecebf0feade611ddbd72003048c0801e
412,45,22effa7b707810dce2410a66f0aeafde
413,19,ee0ab088a22411ddb527fb1fc8250671
414,24,a9c594ec8f4338de9ca7d70319a0c309075d60df
415,127,ee7e0ceaa22411dda99e93c64fce5520
416,21,351765feb84411dda045003048c0801e
417,123,67429f421d4f54a78754b73a30eea5f0
418,32,cb33c7b29844dd89416ccee4bc6e8e71
419,15,7fa712349ac811dda2b3003048c10834
420,10,c235b310e8db11dd97c8003048c10834
421,12,dfee7942a636e6b13ef69f7d71f3ecee
422,112,f476f8cccb1511dd8102003048c0801e
423,62,bf20b6767be211deb02f003048c0801e
424,112,509e7c4e7af111dd8c1f0030487eb504
425,102,977031d93b042c440d7bcd39bc5af6484913ff1d
426,57,304158da4cb611de9f76003048c0801e
427,152,3028acd329d2f7510b07f07fd12a59f2
428,29,ee7e0ceaa22411dda99e93c64fce5520
429,123,5dd93a8398a8a55f6eabfa9d36ac38b1
430,11,2e982df485fab15432db02a608c5eb8e
431,30,dd93de92e30d287f4f45f3221fdf808b
432,21,c1aaa490423a51cd695636883f5d9ed8
433,3,c6204649e1af7bde701860b95e89a9c8
434,21,3b70ccb85d0011deaa81003048c0801e
435,50,8fa7a1209fa011de82ca003048c0801e
436,69,63c9637703e82608c9d5463297a4aae46c5e146f
437,12,ae31b6fd3f0b26917f5561f70b3b320243b30028
438,22,4bb9b1bf654d8d35af16bbd27008de36
439,16,4b2d7f24a8ab11de9689003048c10834
440,8,7712eb14281532ef0e992bb73c97d12e
441,15,af966c1c9e0e11dd9ecb003048c0801e
442,105,dd6dff96bb3d11ddad0a003048c10834
443,7,8fde23d6245c11debf73003048c0801e
444,17,fcb1e93a43d711dea8eb003048c0801e
445,88,222bbe40341d11dea9ec003048c0801e
446,18,eb1e8903141067689bfd06e1465ed4e0
447,103,6eec480ee42b11ddac95003048c10834
448,15,84b63584d53460b43cc9816b0953a17b
449,37,4e0f864a35f5096f82691d20ab5cb25b06a6ba56
450,50,c56132c24e4211deb77a003048c10834
451,0,8c63dc191b3765aa97655f88d0d13c6a
452,2,c7711de622b0e3e3d3801ded21b4be79c7dfb25d
453,27,9e39f69cbe7e5e909018fa3958fcfd60ce3f13d0
454,71,1befd236829411ddb1a20030487eb504
455,72,fbbeff2ddf911dd897f003048c10834
456,42,6bbe4bb44ecf7fd1f3b2471e72daf8ac
457,15,fd93ed066dd29d7472fba180e2dd7e94
458,34,de3302a6c34d11dda242003048c0801e
459,36,ea8dc3308d813a2dd299331cc6bd19579332846d
460,112,23cb085e7ffc100386af93da46c56ccf779c09bc
461,11,8afa513d682ec4acbab26a6ba9f5e159
462,62,29da83b9c6438286d467a3635d00ff1626d59a29
463,134,59be5132a16111dd8418003048c0801e
464,31,5858b952a78a11dd8407003048c10834
465,29,dd5012957cdea44eefe7f51b744b08f4
466,67,126fb26a7bb52edd718887e56b0d001159fb1f31
467,37,7831dfd6e4db11ddb311003048c0801e
468,54,8f46095e99ad11de90d4003048c10834
469,12,38a983928a2511de84b6003048c0801e
470,7,2bfe134c1d4711de8bac003048c0801e
471,3,ee846554a22411dda042bba0bcfd0495
472,56,eb6d9656a22411ddad6e2387d66d7a45
473,11,682ab2ceb06611dd8bf3003048c0801e
474,49,c5c29a00a22411dd9933fbc11967e9ed
475,67,af4df254d04cc8c056c2874bd625823dcb35f060
476,124,248b82709e6c11ddbf68003048c0801e
477,0,f6ee1081d374adbcda5001d6c8fb91283e1418e9
478,13,8a36c7e8bb98a42f4f9312eb30f300b45d65c618
479,3,3655962db53ca2fff63ef6c8cb0d8bdb
480,16,33cdeb00ab2a7ac45bfad655ad3c8f9b6066a74c
481,47,1afe788f86422b385116df2d58b434972c738df1
482,80,f1b5c6749fee11dd836c003048c0801e
483,36,9676efee9d111dd8e2f003048c10834
484,124,3731f0c38f94f98e5cd23b63db8219e0
485,63,1bc792e840d611debae1003048c10834
486,147,5c4dff5efae7f8d6fb0edf2e53e9ba7f
487,30,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f
488,92,2e902b20556111de93f0003048c10834
489,51,e13ef5d20f3211debf63003048c10834
490,80,74d81c2f7d0fe76358d2d4ccd01389ba
491,0,21d378d25db911de9c77003048c0801e
492,3,88662caa0ee613d2de8f2b45fec7b7d8
493,4,8d0f80588c0611dd9d9e003048c0801e
494,0,1d1571696f68c618b636d5b1343a6b7c
495,15,f231f4e3ce32e9495fec81e793792434
496,17,a3411c02435211de84a1003048c10834
497,152,5885cfee849f11de8c8f003048c0801e
498,42,8692eae8288d11de82df003048c0801e
499,67,9abe8a68b1c311dda15b003048c0801e
500,35,bcc07e436e25c2da28e26ca9dedacc6d9fb0d1aa
501,71,fb70f828159111deb4e5003048c0801e
502,51,c2c1445696fc11dda05c003048c0801e
503,80,fe4042c49888b5f80865db42f8f50048
504,150,ca9d1e885df911de847d003048c0801e
505,7,56543c8e9ccc11dea3e8003048c10834
506,3,8ccb28af58ff75fe74542dcd647e70ed
507,103,d5dcffe0f49811dd8c8d003048c0801e
508,112,72e2b080d2c9c878be6366f65e891f6c6ede5f34
509,0,6248a306ceee11dd8cd5003048c0801e
510,16,338ff60b7bab1cc0658dbbe099fef201
511,149,eefadd1aa22411ddb0fd7f1c9c809c0c
512,143,8246f43cbb69c08a0dae5086f69d6495
513,25,7eaaf5d14d16039fca836f9881ae96e3
514,2,7bc973a75f4c743ef1c0958be9c1a570eb553be3
515,15,759a107c82e051bd3018e0a2644e9b0c6444258e
516,94,a307b2ae0edd11debb8f003048c10834
517,144,ecdfd6f2a22411dd8eee775f5862c347
518,124,52e26cfcac7a11dea74d003048c0801e
519,125,bdeaae3e27ae11de95e8003048c0801e
520,23,ee81a9c2a22411dd94cf87442ae58175
521,2,e9288f4480f511de80d3003048c10834
522,3,b2b49bfee48d2d81d7faeb28f52cd646
523,50,b3e5ff469e5111debfd1003048c0801e
524,109,1f206bb6da0811dd804b003048c10834
525,16,8f498bd1632740f62c994fc0b0eb0406
526,35,5d8d6590996a11dd8a72003048c0801e
527,16,d8442be04eee11dea8ac003048c10834
528,92,2c65314c0db311de8355003048c10834
529,78,6217b336aecd11dd9d87003048c0801e
530,42,8fd2d6f9d5a022e3663e9d6d5b7b65ef
531,37,dca0b274f97b06bd786de9ff928f25bbf1ed91d6
532,35,1aac90e0845511ddae0d0030487eb504
533,57,c9b670a2aef111de9b16003048c10834
534,112,99d8d8a2a13211dd9024003048c10834
535,3,e40c8b5848c611de9db8003048c10834
